"Variables ->","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","median","mean","std"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]"
"2021-Feb-08",1.05087877e+00,1.05266412e+00,1.05472501e+00,1.05611701e+00,1.05722420e+00,1.05817468e+00,1.05902873e+00,1.05982055e+00,1.06057227e+00,1.06129990e+00,1.06201633e+00,1.06273308e+00,1.06346170e+00,1.06421514e+00,1.06500954e+00,1.06586726e+00,1.06682292e+00,1.06793758e+00,1.06934117e+00,1.07142377e+00,1.07323230e+00,1.06201633e+00,1.06202654e+00,5.70255031e-03
"2021-Feb-09",1.04383411e+00,1.04560499e+00,1.04764919e+00,1.04902991e+00,1.05012813e+00,1.05107091e+00,1.05191804e+00,1.05270343e+00,1.05344906e+00,1.05417080e+00,1.05488141e+00,1.05559235e+00,1.05631507e+00,1.05706240e+00,1.05785035e+00,1.05870112e+00,1.05964903e+00,1.06075464e+00,1.06214685e+00,1.06421254e+00,1.06600639e+00,1.05488141e+00,1.05489152e+00,5.65631408e-03
"2021-Feb-10",1.03616557e+00,1.03792209e+00,1.03994972e+00,1.04131925e+00,1.04240856e+00,1.04334370e+00,1.04418396e+00,1.04496299e+00,1.04570257e+00,1.04641845e+00,1.04712330e+00,1.04782847e+00,1.04854533e+00,1.04928660e+00,1.05006816e+00,1.05091203e+00,1.05185224e+00,1.05294889e+00,1.05432980e+00,1.05637873e+00,1.05815803e+00,1.04712330e+00,1.04713332e+00,5.61043886e-03
"2021-Feb-11",1.02866755e+00,1.03041070e+00,1.03242289e+00,1.03378198e+00,1.03486299e+00,1.03579100e+00,1.03662486e+00,1.03739795e+00,1.03813190e+00,1.03884233e+00,1.03954181e+00,1.04024160e+00,1.04095300e+00,1.04168862e+00,1.04246422e+00,1.04330166e+00,1.04423471e+00,1.04532300e+00,1.04669338e+00,1.04872670e+00,1.05049243e+00,1.03954181e+00,1.03955175e+00,5.56768688e-03
"2021-Feb-12",1.02199046e+00,1.02372185e+00,1.02572046e+00,1.02707038e+00,1.02814410e+00,1.02906586e+00,1.02989409e+00,1.03066197e+00,1.03139096e+00,1.03209660e+00,1.03279136e+00,1.03348644e+00,1.03419303e+00,1.03492368e+00,1.03569406e+00,1.03652584e+00,1.03745260e+00,1.03853354e+00,1.03989468e+00,1.04191428e+00,1.04366810e+00,1.03279136e+00,1.03280123e+00,5.53012551e-03
"2021-Feb-13",1.01653198e+00,1.01825358e+00,1.02024089e+00,1.02158318e+00,1.02265083e+00,1.02356737e+00,1.02439092e+00,1.02515445e+00,1.02587932e+00,1.02658097e+00,1.02727180e+00,1.02796295e+00,1.02866554e+00,1.02939207e+00,1.03015808e+00,1.03098516e+00,1.03190668e+00,1.03298151e+00,1.03433494e+00,1.03634312e+00,1.03808701e+00,1.02727180e+00,1.02728161e+00,5.49884835e-03
"2021-Feb-14",1.01244735e+00,1.01416119e+00,1.01613955e+00,1.01747579e+00,1.01853863e+00,1.01945103e+00,1.02027087e+00,1.02103096e+00,1.02175257e+00,1.02245105e+00,1.02313877e+00,1.02382679e+00,1.02452622e+00,1.02524947e+00,1.02601203e+00,1.02683538e+00,1.02775274e+00,1.02882272e+00,1.03017005e+00,1.03216916e+00,1.03390519e+00,1.02313877e+00,1.02314853e+00,5.47405316e-03
"2021-Feb-15",1.00973698e+00,1.01144498e+00,1.01341658e+00,1.01474826e+00,1.01580747e+00,1.01671676e+00,1.01753380e+00,1.01829129e+00,1.01901043e+00,1.01970653e+00,1.02039190e+00,1.02107757e+00,1.02177461e+00,1.02249539e+00,1.02325534e+00,1.02407588e+00,1.02499010e+00,1.02605642e+00,1.02739915e+00,1.02939142e+00,1.03112151e+00,1.02039190e+00,1.02040162e+00,5.45535040e-03
"2021-Feb-16",1.00827712e+00,1.00998093e+00,1.01194769e+00,1.01327609e+00,1.01433270e+00,1.01523975e+00,1.01605478e+00,1.01681041e+00,1.01752778e+00,1.01822216e+00,1.01890584e+00,1.01958983e+00,1.02028515e+00,1.02100415e+00,1.02176224e+00,1.02258075e+00,1.02349272e+00,1.02455641e+00,1.02589583e+00,1.02788318e+00,1.02960900e+00,1.01890584e+00,1.01891553e+00,5.44191824e-03
"2021-Feb-17",1.00786416e+00,1.00956509e+00,1.01152852e+00,1.01285468e+00,1.01390950e+00,1.01481502e+00,1.01562866e+00,1.01638301e+00,1.01709917e+00,1.01779237e+00,1.01847489e+00,1.01915772e+00,1.01985186e+00,1.02056964e+00,1.02132644e+00,1.02214356e+00,1.02305398e+00,1.02411586e+00,1.02545300e+00,1.02743697e+00,1.02915984e+00,1.01847489e+00,1.01848455e+00,5.43268615e-03
"2021-Feb-18",1.00831015e+00,1.01000920e+00,1.01197047e+00,1.01329516e+00,1.01434881e+00,1.01525333e+00,1.01606607e+00,1.01681959e+00,1.01753495e+00,1.01822738e+00,1.01890914e+00,1.01959121e+00,1.02028458e+00,1.02100156e+00,1.02175751e+00,1.02257372e+00,1.02348312e+00,1.02454382e+00,1.02587946e+00,1.02786121e+00,1.02958215e+00,1.01890914e+00,1.01891878e+00,5.42664430e-03
"2021-Feb-19",1.00946364e+00,1.01116155e+00,1.01312150e+00,1.01444529e+00,1.01549823e+00,1.01640213e+00,1.01721432e+00,1.01796732e+00,1.01868219e+00,1.01937415e+00,1.02005545e+00,1.02073705e+00,1.02142994e+00,1.02214643e+00,1.02290187e+00,1.02371751e+00,1.02462629e+00,1.02568625e+00,1.02702097e+00,1.02900135e+00,1.03072109e+00,1.02005545e+00,1.02006506e+00,5.42293063e-03
"2021-Feb-20",1.01111804e+00,1.01281524e+00,1.01477436e+00,1.01609760e+00,1.01715009e+00,1.01805361e+00,1.01886545e+00,1.01961813e+00,1.02033270e+00,1.02102436e+00,1.02170537e+00,1.02238667e+00,1.02307927e+00,1.02379545e+00,1.02455055e+00,1.02536585e+00,1.02627422e+00,1.02733373e+00,1.02866786e+00,1.03064736e+00,1.03236634e+00,1.02170537e+00,1.02171495e+00,5.42059706e-03
"2021-Feb-21",1.01300756e+00,1.01470416e+00,1.01666259e+00,1.01798535e+00,1.01903746e+00,1.01994066e+00,1.02075221e+00,1.02150461e+00,1.02221892e+00,1.02291033e+00,1.02359109e+00,1.02427214e+00,1.02496448e+00,1.02568040e+00,1.02643522e+00,1.02725021e+00,1.02815825e+00,1.02921736e+00,1.03055099e+00,1.03252975e+00,1.03424807e+00,1.02359109e+00,1.02360065e+00,5.41861135e-03
"2021-Feb-22",1.01492415e+00,1.01662002e+00,1.01857759e+00,1.01989977e+00,1.02095142e+00,1.02185422e+00,1.02266541e+00,1.02341748e+00,1.02413147e+00,1.02482257e+00,1.02550302e+00,1.02618377e+00,1.02687580e+00,1.02759139e+00,1.02834588e+00,1.02916050e+00,1.03006813e+00,1.03112675e+00,1.03245977e+00,1.03443762e+00,1.03615515e+00,1.02550302e+00,1.02551256e+00,5.41618618e-03
"2021-Feb-23",1.01675609e+00,1.01845095e+00,1.02040736e+00,1.02172875e+00,1.02277976e+00,1.02368202e+00,1.02449272e+00,1.02524434e+00,1.02595789e+00,1.02664857e+00,1.02732861e+00,1.02800894e+00,1.02870055e+00,1.02941570e+00,1.03016973e+00,1.03098385e+00,1.03189092e+00,1.03294889e+00,1.03428108e+00,1.03625770e+00,1.03797416e+00,1.02732861e+00,1.02733811e+00,5.41288492e-03
"2021-Feb-24",1.01808153e+00,1.01977474e+00,1.02172923e+00,1.02304933e+00,1.02409931e+00,1.02500068e+00,1.02581058e+00,1.02656146e+00,1.02727431e+00,1.02796431e+00,1.02864367e+00,1.02932334e+00,1.03001426e+00,1.03072870e+00,1.03148198e+00,1.03229529e+00,1.03320146e+00,1.03425837e+00,1.03558924e+00,1.03756388e+00,1.03927862e+00,1.02864367e+00,1.02865315e+00,5.40753200e-03
"2021-Feb-25",1.01839664e+00,1.02008715e+00,1.02203852e+00,1.02335651e+00,1.02440481e+00,1.02530474e+00,1.02611334e+00,1.02686302e+00,1.02757472e+00,1.02826362e+00,1.02894189e+00,1.02962046e+00,1.03031027e+00,1.03102357e+00,1.03177563e+00,1.03258764e+00,1.03349234e+00,1.03454756e+00,1.03587628e+00,1.03784773e+00,1.03955969e+00,1.02894189e+00,1.02895133e+00,5.39884985e-03
"2021-Feb-26",1.01813489e+00,1.01982208e+00,1.02176962e+00,1.02308501e+00,1.02413125e+00,1.02502939e+00,1.02583641e+00,1.02658460e+00,1.02729490e+00,1.02798243e+00,1.02865937e+00,1.02933660e+00,1.03002505e+00,1.03073693e+00,1.03148751e+00,1.03229790e+00,1.03320082e+00,1.03425394e+00,1.03558002e+00,1.03754756e+00,1.03925612e+00,1.02865937e+00,1.02866878e+00,5.38818103e-03
"2021-Feb-27",1.01728966e+00,1.01897297e+00,1.02091603e+00,1.02222840e+00,1.02327222e+00,1.02416830e+00,1.02497346e+00,1.02571993e+00,1.02642859e+00,1.02711454e+00,1.02778991e+00,1.02846558e+00,1.02915244e+00,1.02986268e+00,1.03061152e+00,1.03142005e+00,1.03232088e+00,1.03337157e+00,1.03469458e+00,1.03665757e+00,1.03836217e+00,1.02778991e+00,1.02779929e+00,5.37575362e-03
"2021-Feb-28",1.01573817e+00,1.01741703e+00,1.01935495e+00,1.02066384e+00,1.02170490e+00,1.02259861e+00,1.02340163e+00,1.02414612e+00,1.02485291e+00,1.02553704e+00,1.02621062e+00,1.02688450e+00,1.02756953e+00,1.02827789e+00,1.02902475e+00,1.02983113e+00,1.03072956e+00,1.03177746e+00,1.03309696e+00,1.03505473e+00,1.03675481e+00,1.02621062e+00,1.02621996e+00,5.36149792e-03
"2021-Mar-01",1.01348956e+00,1.01516348e+00,1.01709569e+00,1.01840074e+00,1.01943874e+00,1.02032981e+00,1.02113047e+00,1.02187277e+00,1.02257747e+00,1.02325958e+00,1.02393118e+00,1.02460307e+00,1.02528609e+00,1.02599236e+00,1.02673702e+00,1.02754102e+00,1.02843681e+00,1.02948162e+00,1.03079723e+00,1.03274922e+00,1.03444428e+00,1.02393118e+00,1.02394049e+00,5.34570300e-03
