"Variables ->","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","median","mean","std"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]","tseries[192-by-1]"
"2021-Feb-10",1.01191679e+00,1.01886815e+00,1.02692216e+00,1.03238013e+00,1.03673175e+00,1.04047479e+00,1.04384384e+00,1.04697226e+00,1.04994660e+00,1.05282966e+00,1.05567217e+00,1.05851979e+00,1.06141852e+00,1.06442014e+00,1.06758952e+00,1.07101682e+00,1.07484189e+00,1.07931194e+00,1.08495384e+00,1.09335201e+00,1.10067107e+00,1.05567217e+00,1.05583403e+00,2.26427284e-02
"2021-Feb-11",1.01077855e+00,1.01769957e+00,1.02571830e+00,1.03115228e+00,1.03548472e+00,1.03921125e+00,1.04256540e+00,1.04567997e+00,1.04864112e+00,1.05151138e+00,1.05434125e+00,1.05717620e+00,1.06006201e+00,1.06305024e+00,1.06620545e+00,1.06961741e+00,1.07342533e+00,1.07787531e+00,1.08349182e+00,1.09185208e+00,1.09913800e+00,1.05434125e+00,1.05450188e+00,2.25419928e-02
"2021-Feb-12",1.00843404e+00,1.01532053e+00,1.02329916e+00,1.02870590e+00,1.03301660e+00,1.03672438e+00,1.04006165e+00,1.04316052e+00,1.04610674e+00,1.04896251e+00,1.05177808e+00,1.05459868e+00,1.05746988e+00,1.06044296e+00,1.06358217e+00,1.06697680e+00,1.07076536e+00,1.07519269e+00,1.08078055e+00,1.08909809e+00,1.09634669e+00,1.05177808e+00,1.05193747e+00,2.24280026e-02
"2021-Feb-13",1.00544950e+00,1.01229985e+00,1.02023651e+00,1.02561477e+00,1.02990271e+00,1.03359091e+00,1.03691054e+00,1.03999300e+00,1.04292361e+00,1.04576425e+00,1.04856488e+00,1.05137051e+00,1.05422645e+00,1.05718373e+00,1.06030622e+00,1.06368277e+00,1.06745114e+00,1.07185484e+00,1.07741284e+00,1.08568586e+00,1.09289557e+00,1.04856488e+00,1.04872306e+00,2.23089657e-02
"2021-Feb-14",1.00242164e+00,1.00923678e+00,1.01713257e+00,1.02248308e+00,1.02674887e+00,1.03041800e+00,1.03372044e+00,1.03678694e+00,1.03970236e+00,1.04252826e+00,1.04531435e+00,1.04810540e+00,1.05094649e+00,1.05388838e+00,1.05699462e+00,1.06035357e+00,1.06410228e+00,1.06848299e+00,1.07401194e+00,1.08224163e+00,1.08941352e+00,1.04531435e+00,1.04547138e+00,2.21930916e-02
"2021-Feb-15",9.99941335e-01,1.00672455e+00,1.01458326e+00,1.01990859e+00,1.02415429e+00,1.02780611e+00,1.03109295e+00,1.03414496e+00,1.03704658e+00,1.03985909e+00,1.04263198e+00,1.04540979e+00,1.04823740e+00,1.05116531e+00,1.05425678e+00,1.05759975e+00,1.06133060e+00,1.06569041e+00,1.07119295e+00,1.07938326e+00,1.08652075e+00,1.04263198e+00,1.04278793e+00,2.20878615e-02
"2021-Feb-16",9.98231201e-01,1.00498660e+00,1.01281299e+00,1.01811636e+00,1.02234452e+00,1.02598123e+00,1.02925446e+00,1.03229381e+00,1.03518338e+00,1.03798421e+00,1.04074556e+00,1.04351181e+00,1.04632763e+00,1.04924332e+00,1.05232188e+00,1.05565087e+00,1.05936610e+00,1.06370762e+00,1.06918706e+00,1.07734288e+00,1.08445025e+00,1.04074556e+00,1.04090049e+00,2.19959216e-02
"2021-Feb-17",9.96773376e-01,1.00350316e+00,1.01129979e+00,1.01658294e+00,1.02079494e+00,1.02441774e+00,1.02767843e+00,1.03070612e+00,1.03358460e+00,1.03637466e+00,1.03912539e+00,1.04188097e+00,1.04468594e+00,1.04759037e+00,1.05065703e+00,1.05397314e+00,1.05767397e+00,1.06199865e+00,1.06745678e+00,1.07558082e+00,1.08266042e+00,1.03912539e+00,1.03927937e+00,2.19112163e-02
"2021-Feb-18",9.95001276e-01,1.00170555e+00,1.00947255e+00,1.01473558e+00,1.01893152e+00,1.02254048e+00,1.02578870e+00,1.02880479e+00,1.03167224e+00,1.03445160e+00,1.03719176e+00,1.03993676e+00,1.04273093e+00,1.04562419e+00,1.04867903e+00,1.05198234e+00,1.05566888e+00,1.05997684e+00,1.06541383e+00,1.07350634e+00,1.08055839e+00,1.03719176e+00,1.03734485e+00,2.18270428e-02
"2021-Feb-19",9.92096529e-01,9.98772554e-01,1.00650678e+00,1.01174758e+00,1.01592577e+00,1.01951945e+00,1.02275391e+00,1.02575723e+00,1.02861252e+00,1.03138009e+00,1.03410862e+00,1.03684196e+00,1.03962426e+00,1.04250521e+00,1.04554705e+00,1.04883630e+00,1.05250714e+00,1.05679673e+00,1.06221053e+00,1.07026847e+00,1.07729035e+00,1.03410862e+00,1.03426086e+00,2.17343599e-02
"2021-Feb-20",9.86698629e-01,9.93339226e-01,1.00103241e+00,1.00624540e+00,1.01040143e+00,1.01397605e+00,1.01719335e+00,1.02018074e+00,1.02302088e+00,1.02577377e+00,1.02848783e+00,1.03120667e+00,1.03397422e+00,1.03683990e+00,1.03986561e+00,1.04313742e+00,1.04678879e+00,1.05105564e+00,1.05644074e+00,1.06445596e+00,1.07144063e+00,1.02848783e+00,1.02863928e+00,2.16190924e-02
"2021-Feb-21",9.77408994e-01,9.84002772e-01,9.91641810e-01,9.96818157e-01,1.00094500e+00,1.00449454e+00,1.00768929e+00,1.01065575e+00,1.01347601e+00,1.01620964e+00,1.01890472e+00,1.02160457e+00,1.02435278e+00,1.02719846e+00,1.03020306e+00,1.03345206e+00,1.03707800e+00,1.04131516e+00,1.04666281e+00,1.05462238e+00,1.06155863e+00,1.01890472e+00,1.01905547e+00,2.14679745e-02
"2021-Feb-22",9.62683610e-01,9.69214869e-01,9.76781684e-01,9.81909217e-01,9.85997215e-01,9.89513398e-01,9.92678162e-01,9.95616811e-01,9.98410662e-01,1.00111872e+00,1.00378862e+00,1.00646326e+00,1.00918585e+00,1.01200502e+00,1.01498167e+00,1.01820048e+00,1.02179276e+00,1.02599065e+00,1.03128883e+00,1.03917497e+00,1.04604739e+00,1.00378862e+00,1.00393879e+00,2.12674976e-02
"2021-Feb-23",9.42139328e-01,9.48592348e-01,9.56068866e-01,9.61135420e-01,9.65174923e-01,9.68649478e-01,9.71776842e-01,9.74680819e-01,9.77441757e-01,9.80117956e-01,9.82756492e-01,9.85399758e-01,9.88090457e-01,9.90876649e-01,9.93818535e-01,9.96999813e-01,1.00055029e+00,1.00469941e+00,1.00993620e+00,1.01773126e+00,1.02452461e+00,9.82756492e-01,9.82906299e-01,2.10178821e-02
"2021-Feb-24",9.16268605e-01,9.22630827e-01,9.30002644e-01,9.34998546e-01,9.38981891e-01,9.42408264e-01,9.45492356e-01,9.48356233e-01,9.51079117e-01,9.53718498e-01,9.56320797e-01,9.58927825e-01,9.61581700e-01,9.64329829e-01,9.67231601e-01,9.70369587e-01,9.73871851e-01,9.77964777e-01,9.83130852e-01,9.90821090e-01,9.97523519e-01,9.56320797e-01,9.56470549e-01,2.07295297e-02
"2021-Feb-25",8.85517436e-01,8.91779226e-01,8.99035335e-01,9.03953222e-01,9.07874594e-01,9.11247821e-01,9.14284204e-01,9.17103885e-01,9.19784846e-01,9.22383677e-01,9.24946080e-01,9.27513225e-01,9.30126587e-01,9.32832856e-01,9.35690527e-01,9.38780938e-01,9.42230246e-01,9.46261472e-01,9.51349956e-01,9.58925282e-01,9.65528126e-01,9.24946080e-01,9.25096207e-01,2.04121371e-02
"2021-Feb-26",8.54961160e-01,8.61132313e-01,8.68284143e-01,8.73131808e-01,8.76997447e-01,8.80322915e-01,8.83316453e-01,8.86096468e-01,8.88739823e-01,8.91302300e-01,8.93828955e-01,8.96360382e-01,8.98937479e-01,9.01606298e-01,9.04424538e-01,9.07472437e-01,9.10874457e-01,9.14850628e-01,9.19869945e-01,9.27342964e-01,9.33857279e-01,8.93828955e-01,8.93980009e-01,2.01278258e-02
"2021-Feb-27",8.23306332e-01,8.29393020e-01,8.36447845e-01,8.41230290e-01,8.45044228e-01,8.48325435e-01,8.51279299e-01,8.54022614e-01,8.56631199e-01,8.59160089e-01,8.61653740e-01,8.64152212e-01,8.66695875e-01,8.69330191e-01,8.72112131e-01,8.75120926e-01,8.78479485e-01,8.82405112e-01,8.87361005e-01,8.94740380e-01,9.01173819e-01,8.61653740e-01,8.61806375e-01,1.98654460e-02
"2021-Feb-28",7.88920184e-01,7.94922588e-01,8.01880794e-01,8.06598389e-01,8.10360981e-01,8.13598276e-01,8.16512815e-01,8.19219782e-01,8.21793959e-01,8.24289635e-01,8.26750672e-01,8.29216603e-01,8.31727277e-01,8.34327575e-01,8.37073753e-01,8.40044057e-01,8.43359880e-01,8.47235857e-01,8.52129535e-01,8.59417220e-01,8.65771642e-01,8.26750672e-01,8.26905625e-01,1.96062909e-02
"2021-Mar-01",7.81490366e-01,7.87524504e-01,7.94520062e-01,7.99263323e-01,8.03046580e-01,8.06301794e-01,8.09232573e-01,8.11954716e-01,8.14543406e-01,8.17053227e-01,8.19528286e-01,8.22008339e-01,8.24533464e-01,8.27148807e-01,8.29910960e-01,8.32898640e-01,8.36233981e-01,8.40132934e-01,8.45055864e-01,8.52387613e-01,8.58780940e-01,8.19528286e-01,8.19686396e-01,1.97183463e-02
